Datetime,PT08.S1(CO),PT08.S2(NMHC),T,RH,AH,hour,dayofweek,month
2004-12-15 18:00:00,1488.8157894736842,1383.1052631578948,15.602631578947369,55.10526315789473,0.9585868421052631,18,2,12
2004-12-15 19:00:00,1485.5394736842106,1379.2631578947369,15.556578947368422,55.363157894736844,0.960167105263158,19,2,12
2004-12-15 20:00:00,1482.2631578947369,1375.421052631579,15.510526315789475,55.62105263157895,0.9617473684210527,20,2,12
2004-12-15 21:00:00,1478.9868421052631,1371.578947368421,15.464473684210526,55.87894736842105,0.9633276315789474,21,2,12
2004-12-15 22:00:00,1475.7105263157894,1367.7368421052631,15.41842105263158,56.136842105263156,0.9649078947368421,22,2,12
2004-12-15 23:00:00,1472.4342105263158,1363.8947368421052,15.372368421052633,56.39473684210526,0.9664881578947369,23,2,12
2004-12-16 00:00:00,1469.157894736842,1360.0526315789473,15.326315789473686,56.652631578947364,0.9680684210526316,0,3,12
2004-12-16 01:00:00,1465.8815789473683,1356.2105263157894,15.280263157894737,56.910526315789475,0.9696486842105263,1,3,12
2004-12-16 02:00:00,1462.6052631578948,1352.3684210526317,15.23421052631579,57.16842105263158,0.971228947368421,2,3,12
2004-12-16 03:00:00,1459.328947368421,1348.5263157894738,15.188157894736843,57.42631578947368,0.9728092105263159,3,3,12
2004-12-16 04:00:00,1456.0526315789473,1344.6842105263158,15.142105263157896,57.68421052631579,0.9743894736842106,4,3,12
2004-12-16 05:00:00,1452.7763157894738,1340.842105263158,15.096052631578948,57.94210526315789,0.9759697368421053,5,3,12
2004-12-16 06:00:00,1449.5,1337.0,15.05,58.199999999999996,0.97755,6,3,12
2004-12-16 07:00:00,1446.2236842105262,1333.157894736842,15.003947368421054,58.45789473684211,0.9791302631578948,7,3,12
2004-12-16 08:00:00,1442.9473684210527,1329.3157894736842,14.957894736842105,58.71578947368421,0.9807105263157895,8,3,12
2004-12-16 09:00:00,1439.671052631579,1325.4736842105262,14.911842105263158,58.973684210526315,0.9822907894736842,9,3,12
2004-12-16 10:00:00,1436.3947368421052,1321.6315789473683,14.865789473684211,59.23157894736842,0.983871052631579,10,3,12
2004-12-16 11:00:00,1433.1184210526317,1317.7894736842106,14.819736842105264,59.48947368421052,0.9854513157894738,11,3,12
2004-12-16 12:00:00,1429.842105263158,1313.9473684210527,14.773684210526316,59.74736842105263,0.9870315789473685,12,3,12
2004-12-16 13:00:00,1426.5657894736842,1310.1052631578948,14.727631578947369,60.00526315789474,0.9886118421052632,13,3,12
2004-12-16 14:00:00,1423.2894736842106,1306.2631578947369,14.681578947368422,60.26315789473684,0.9901921052631579,14,3,12
2004-12-16 15:00:00,1420.0131578947369,1302.421052631579,14.635526315789475,60.52105263157895,0.9917723684210527,15,3,12
2004-12-16 16:00:00,1416.7368421052631,1298.578947368421,14.589473684210526,60.77894736842105,0.9933526315789474,16,3,12
2004-12-16 17:00:00,1413.4605263157896,1294.7368421052631,14.54342105263158,61.036842105263155,0.9949328947368421,17,3,12
2004-12-16 18:00:00,1410.1842105263158,1290.8947368421052,14.497368421052633,61.29473684210526,0.9965131578947369,18,3,12
2004-12-16 19:00:00,1406.907894736842,1287.0526315789473,14.451315789473686,61.55263157894737,0.9980934210526317,19,3,12
2004-12-16 20:00:00,1403.6315789473683,1283.2105263157894,14.405263157894737,61.810526315789474,0.9996736842105264,20,3,12
2004-12-16 21:00:00,1400.3552631578948,1279.3684210526317,14.35921052631579,62.06842105263158,1.0012539473684212,21,3,12
2004-12-16 22:00:00,1397.078947368421,1275.5263157894738,14.313157894736843,62.32631578947368,1.002834210526316,22,3,12
2004-12-16 23:00:00,1393.8026315789473,1271.6842105263158,14.267105263157896,62.584210526315786,1.0044144736842107,23,3,12
2004-12-17 00:00:00,1390.5263157894738,1267.842105263158,14.221052631578948,62.84210526315789,1.0059947368421054,0,4,12
2004-12-17 01:00:00,1387.25,1264.0,14.175,63.1,1.007575,1,4,12
2004-12-17 02:00:00,1383.9736842105262,1260.157894736842,14.128947368421054,63.357894736842105,1.0091552631578948,2,4,12
2004-12-17 03:00:00,1380.6973684210527,1256.3157894736842,14.082894736842105,63.61578947368421,1.0107355263157896,3,4,12
2004-12-17 04:00:00,1377.421052631579,1252.4736842105262,14.036842105263158,63.873684210526314,1.0123157894736843,4,4,12
2004-12-17 05:00:00,1374.1447368421052,1248.6315789473683,13.990789473684211,64.13157894736842,1.013896052631579,5,4,12
2004-12-17 06:00:00,1370.8684210526317,1244.7894736842104,13.944736842105264,64.38947368421053,1.0154763157894737,6,4,12
2004-12-17 07:00:00,1367.592105263158,1240.9473684210527,13.898684210526316,64.64736842105263,1.0170565789473685,7,4,12
2004-12-17 08:00:00,1364.3157894736842,1237.1052631578948,13.852631578947369,64.90526315789474,1.0186368421052632,8,4,12
2004-12-17 09:00:00,1361.0394736842106,1233.2631578947369,13.806578947368422,65.16315789473684,1.020217105263158,9,4,12
2004-12-17 10:00:00,1357.7631578947369,1229.421052631579,13.760526315789475,65.42105263157895,1.0217973684210526,10,4,12
2004-12-17 11:00:00,1354.4868421052631,1225.578947368421,13.714473684210526,65.67894736842105,1.0233776315789473,11,4,12
2004-12-17 12:00:00,1351.2105263157896,1221.7368421052631,13.66842105263158,65.93684210526315,1.024957894736842,12,4,12
2004-12-17 13:00:00,1347.9342105263158,1217.8947368421052,13.622368421052633,66.19473684210526,1.026538157894737,13,4,12
2004-12-17 14:00:00,1344.657894736842,1214.0526315789473,13.576315789473686,66.45263157894736,1.0281184210526317,14,4,12
2004-12-17 15:00:00,1341.3815789473683,1210.2105263157894,13.530263157894737,66.71052631578947,1.0296986842105265,15,4,12
2004-12-17 16:00:00,1338.1052631578948,1206.3684210526317,13.48421052631579,66.96842105263158,1.0312789473684212,16,4,12
2004-12-17 17:00:00,1334.828947368421,1202.5263157894738,13.438157894736843,67.22631578947369,1.032859210526316,17,4,12
2004-12-17 18:00:00,1331.5526315789473,1198.6842105263158,13.392105263157896,67.48421052631579,1.0344394736842106,18,4,12
2004-12-17 19:00:00,1328.2763157894738,1194.842105263158,13.346052631578948,67.7421052631579,1.0360197368421054,19,4,12
2004-12-17 20:00:00,1325.0,1191.0,13.3,68.0,1.0376,20,4,12
2004-12-17 21:00:00,1316.0,1099.0,13.2,72.8,1.0984,21,4,12
2004-12-17 22:00:00,1170.0,906.0,12.6,76.5,1.1106,22,4,12
2004-12-17 23:00:00,1061.0,800.0,12.6,74.3,1.0843,23,4,12
2004-12-18 00:00:00,1109.0,855.0,12.9,72.1,1.0658,0,5,12
2004-12-18 01:00:00,1025.0,794.0,13.1,70.5,1.0594,1,5,12
2004-12-18 02:00:00,1086.0,769.0,12.4,73.8,1.0574,2,5,12
2004-12-18 03:00:00,1058.0,727.0,12.2,74.5,1.0537,3,5,12
2004-12-18 04:00:00,1034.0,719.0,11.8,76.3,1.0547,4,5,12
2004-12-18 05:00:00,1065.0,816.0,10.8,80.0,1.0367,5,5,12
2004-12-18 06:00:00,988.0,774.0,10.4,77.3,0.9709,6,5,12
2004-12-18 07:00:00,986.0,785.0,10.0,76.2,0.9332,7,5,12
2004-12-18 08:00:00,1136.0,1015.0,9.4,67.7,0.8018,8,5,12
2004-12-18 09:00:00,1256.0,1184.0,9.3,71.2,0.8325,9,5,12
2004-12-18 10:00:00,1228.0,1170.0,12.6,54.0,0.784,10,5,12
2004-12-18 11:00:00,956.0,931.0,16.1,28.5,0.5164,11,5,12
2004-12-18 12:00:00,781.0,704.0,16.6,19.9,0.3728,12,5,12
2004-12-18 13:00:00,759.0,699.0,15.9,18.2,0.3255,13,5,12
2004-12-18 14:00:00,722.0,671.0,14.3,18.4,0.2991,14,5,12
2004-12-18 15:00:00,699.0,613.0,15.0,16.3,0.2749,15,5,12
2004-12-18 16:00:00,755.0,690.0,14.9,17.1,0.2875,16,5,12
2004-12-18 17:00:00,746.0,684.0,13.2,18.8,0.2837,17,5,12
2004-12-18 18:00:00,784.0,744.0,12.4,19.6,0.2797,18,5,12
2004-12-18 19:00:00,931.0,972.0,11.9,21.3,0.2957,19,5,12
2004-12-18 20:00:00,1112.0,1267.0,11.1,24.8,0.3264,20,5,12
2004-12-18 21:00:00,1133.0,1215.0,10.1,29.7,0.3666,21,5,12
2004-12-18 22:00:00,886.0,917.0,10.2,23.8,0.2955,22,5,12
2004-12-18 23:00:00,993.0,1030.0,9.4,27.4,0.3239,23,5,12
2004-12-19 00:00:00,1215.0,1167.0,7.9,39.0,0.4154,0,6,12
2004-12-19 01:00:00,1160.0,1083.0,7.6,40.6,0.4273,1,6,12
2004-12-19 02:00:00,928.0,819.0,6.4,43.7,0.4242,2,6,12
2004-12-19 03:00:00,879.0,722.0,6.3,44.7,0.4293,3,6,12
2004-12-19 04:00:00,833.0,632.0,5.1,46.5,0.4125,4,6,12
2004-12-19 05:00:00,840.0,649.0,3.3,53.5,0.418,5,6,12
2004-12-19 06:00:00,848.0,612.0,4.8,49.9,0.4325,6,6,12
2004-12-19 07:00:00,828.0,660.0,2.2,60.1,0.4361,7,6,12
2004-12-19 08:00:00,847.0,698.0,2.5,59.3,0.4401,8,6,12
2004-12-19 09:00:00,868.0,665.0,3.2,55.7,0.4344,9,6,12
2004-12-19 10:00:00,970.0,819.0,5.0,48.8,0.429,10,6,12
2004-12-19 11:00:00,1077.0,963.0,5.8,49.8,0.4613,11,6,12
2004-12-19 12:00:00,1058.0,962.0,6.0,47.6,0.4488,12,6,12
2004-12-19 13:00:00,1136.0,1067.0,7.4,44.6,0.4613,13,6,12
2004-12-19 14:00:00,1228.0,1068.0,5.2,73.1,0.6535,14,6,12
2004-12-19 15:00:00,1235.0,1118.0,4.8,81.4,0.7055,15,6,12
2004-12-19 16:00:00,1217.0,1036.0,4.7,82.3,0.7105,16,6,12
2004-12-19 17:00:00,1298.0,1082.0,4.7,82.8,0.7157,17,6,12
2004-12-19 18:00:00,1327.0,1219.0,4.7,83.4,0.7177,18,6,12
2004-12-19 19:00:00,1293.0,1136.0,5.2,83.1,0.7411,19,6,12
2004-12-19 20:00:00,1353.0,1187.0,5.5,84.1,0.7657,20,6,12
2004-12-19 21:00:00,1254.0,1111.0,5.8,84.5,0.7822,21,6,12
2004-12-19 22:00:00,1189.0,999.0,6.2,84.1,0.8018,22,6,12
2004-12-19 23:00:00,1183.0,944.0,6.6,83.3,0.8183,23,6,12
2004-12-20 00:00:00,1185.0,966.0,6.8,82.8,0.8216,0,0,12
2004-12-20 01:00:00,1098.0,859.0,8.2,78.4,0.8561,1,0,12
2004-12-20 02:00:00,938.0,639.0,9.7,70.9,0.8539,2,0,12
2004-12-20 03:00:00,883.0,583.0,9.5,69.9,0.8298,3,0,12
2004-12-20 04:00:00,839.0,536.0,9.3,65.9,0.7757,4,0,12
2004-12-20 05:00:00,784.0,479.0,8.8,62.9,0.7154,5,0,12
2004-12-20 06:00:00,779.0,466.0,8.6,58.8,0.6603,6,0,12
2004-12-20 07:00:00,883.0,625.0,9.2,55.9,0.6521,7,0,12
2004-12-20 08:00:00,970.0,776.0,8.4,57.7,0.6376,8,0,12
2004-12-20 09:00:00,1012.0,861.0,8.5,60.4,0.6713,9,0,12
2004-12-20 10:00:00,934.0,766.0,8.9,57.4,0.6575,10,0,12
2004-12-20 11:00:00,888.0,700.0,9.2,55.8,0.6479,11,0,12
2004-12-20 12:00:00,918.0,737.0,9.6,53.9,0.6425,12,0,12
2004-12-20 13:00:00,901.0,747.0,9.6,52.4,0.6276,13,0,12
2004-12-20 14:00:00,857.0,708.0,9.7,49.8,0.5998,14,0,12
2004-12-20 15:00:00,838.0,699.0,9.4,44.9,0.5296,15,0,12
2004-12-20 16:00:00,869.0,772.0,9.8,41.9,0.5083,16,0,12
2004-12-20 17:00:00,928.0,850.0,8.9,44.9,0.5125,17,0,12
2004-12-20 18:00:00,1037.0,1047.0,8.4,45.4,0.5035,18,0,12
2004-12-20 19:00:00,980.0,1008.0,8.0,41.0,0.4416,19,0,12
2004-12-20 20:00:00,978.0,1031.0,7.9,37.1,0.3974,20,0,12
2004-12-20 21:00:00,891.0,882.0,7.8,33.9,0.3594,21,0,12
2004-12-20 22:00:00,762.0,657.0,7.3,32.4,0.334,22,0,12
2004-12-20 23:00:00,794.0,687.0,7.4,34.6,0.3576,23,0,12
2004-12-21 00:00:00,799.0,690.0,7.1,33.7,0.3417,0,1,12
2004-12-21 01:00:00,818.0,725.0,6.4,35.8,0.3471,1,1,12
2004-12-21 02:00:00,691.0,471.0,5.6,37.7,0.3444,2,1,12
2004-12-21 03:00:00,697.0,455.0,5.6,37.6,0.3448,3,1,12
2004-12-21 04:00:00,697.0,437.0,5.3,38.8,0.3473,4,1,12
2004-12-21 05:00:00,716.0,473.0,4.7,41.4,0.3576,5,1,12
2004-12-21 06:00:00,791.0,598.0,4.3,43.9,0.3675,6,1,12
2004-12-21 07:00:00,804.0,630.0,4.9,40.6,0.3539,7,1,12
2004-12-21 08:00:00,1093.0,1098.0,5.1,40.8,0.3603,8,1,12
2004-12-21 09:00:00,1179.0,1390.0,6.5,38.1,0.3709,9,1,12
2004-12-21 10:00:00,951.0,953.0,7.4,36.5,0.3778,10,1,12
2004-12-21 11:00:00,882.0,826.0,7.9,36.4,0.3889,11,1,12
2004-12-21 12:00:00,897.0,845.0,7.8,36.8,0.3908,12,1,12
2004-12-21 13:00:00,949.0,965.0,8.7,33.7,0.379,13,1,12
2004-12-21 14:00:00,896.0,891.0,8.5,34.3,0.3813,14,1,12
2004-12-21 15:00:00,908.0,886.0,8.9,34.5,0.3946,15,1,12
2004-12-21 16:00:00,959.0,924.0,8.8,35.7,0.4043,16,1,12
2004-12-21 17:00:00,994.0,1005.0,7.9,38.6,0.4137,17,1,12
2004-12-21 18:00:00,1081.0,1202.0,7.6,40.1,0.4195,18,1,12
2004-12-21 19:00:00,1081.0,1164.0,6.9,40.3,0.4025,19,1,12
2004-12-21 20:00:00,1175.0,1248.0,6.5,41.7,0.4047,20,1,12
2004-12-21 21:00:00,1123.0,1110.0,6.3,42.6,0.4106,21,1,12
2004-12-21 22:00:00,1032.0,952.0,5.9,44.7,0.4186,22,1,12
2004-12-21 23:00:00,927.0,805.0,5.8,43.4,0.4037,23,1,12
2004-12-22 00:00:00,952.0,838.0,5.8,42.5,0.3937,0,2,12
2004-12-22 01:00:00,987.0,883.0,5.6,42.0,0.3856,1,2,12
2004-12-22 02:00:00,902.0,761.0,5.3,42.3,0.3806,2,2,12
2004-12-22 03:00:00,833.0,648.0,5.1,43.5,0.3852,3,2,12
2004-12-22 04:00:00,776.0,525.0,5.1,44.8,0.3967,4,2,12
2004-12-22 05:00:00,812.0,541.0,5.2,45.9,0.4099,5,2,12
2004-12-22 06:00:00,821.0,563.0,4.7,49.0,0.4209,6,2,12
2004-12-22 07:00:00,932.0,701.0,4.5,51.8,0.4418,7,2,12
2004-12-22 08:00:00,1069.0,931.0,4.5,53.0,0.4495,8,2,12
2004-12-22 09:00:00,1137.0,1066.0,4.8,53.1,0.4605,9,2,12
2004-12-22 10:00:00,1009.0,926.0,7.8,42.0,0.4464,10,2,12
2004-12-22 11:00:00,962.0,877.0,9.3,37.6,0.4391,11,2,12
2004-12-22 12:00:00,972.0,909.0,10.0,34.2,0.4212,12,2,12
2004-12-22 13:00:00,968.0,920.0,10.3,32.6,0.4094,13,2,12
2004-12-22 14:00:00,939.0,902.0,9.8,31.8,0.3858,14,2,12
2004-12-22 15:00:00,901.0,843.0,9.8,30.3,0.3658,15,2,12
2004-12-22 16:00:00,975.0,938.0,9.6,29.6,0.3545,16,2,12
2004-12-22 17:00:00,1028.0,1025.0,8.1,32.5,0.3516,17,2,12
2004-12-22 18:00:00,998.0,972.0,6.8,36.1,0.3575,18,2,12
2004-12-22 19:00:00,1094.0,1105.0,6.4,36.5,0.3519,19,2,12
2004-12-22 20:00:00,1128.0,1161.0,5.9,37.8,0.3528,20,2,12
2004-12-22 21:00:00,1111.0,1030.0,5.1,40.7,0.3621,21,2,12
2004-12-22 22:00:00,1121.0,1023.0,4.8,45.1,0.3925,22,2,12
2004-12-22 23:00:00,956.0,796.0,4.5,43.9,0.3728,23,2,12
2004-12-23 00:00:00,973.0,785.0,5.2,44.1,0.3939,0,3,12
2004-12-23 01:00:00,952.0,790.0,4.3,46.4,0.3896,1,3,12
2004-12-23 02:00:00,969.0,773.0,3.0,52.5,0.4021,2,3,12
2004-12-23 03:00:00,919.0,693.0,2.3,56.3,0.4134,3,3,12
2004-12-23 04:00:00,874.0,657.0,1.5,61.4,0.4235,4,3,12
2004-12-23 05:00:00,806.0,554.0,4.0,50.4,0.4154,5,3,12
2004-12-23 06:00:00,874.0,623.0,2.8,55.2,0.4177,6,3,12
2004-12-23 07:00:00,961.0,779.0,1.2,61.4,0.4159,7,3,12
2004-12-23 08:00:00,1195.0,1096.0,1.4,61.3,0.4208,8,3,12
2004-12-23 09:00:00,1184.0,1148.0,2.2,58.1,0.4218,9,3,12
2004-12-23 10:00:00,1135.0,1076.0,4.3,49.4,0.4138,10,3,12
2004-12-23 11:00:00,1211.0,1177.0,6.6,42.5,0.416,11,3,12
2004-12-23 12:00:00,1228.0,1178.0,8.0,38.3,0.4133,12,3,12
2004-12-23 13:00:00,1247.0,1188.0,9.1,36.1,0.4172,13,3,12
2004-12-23 14:00:00,1336.0,1256.0,10.0,34.7,0.4259,14,3,12
2004-12-23 15:00:00,1205.0,1079.0,11.0,33.0,0.4331,15,3,12
2004-12-23 16:00:00,1305.0,1238.0,11.3,33.6,0.4504,16,3,12
2004-12-23 17:00:00,1568.0,1528.0,9.4,41.3,0.4888,17,3,12
2004-12-23 18:00:00,1630.0,1622.0,8.0,45.9,0.4936,18,3,12
2004-12-23 19:00:00,1704.0,1689.0,7.1,50.3,0.51,19,3,12
2004-12-23 20:00:00,1701.0,1692.0,6.2,56.9,0.5419,20,3,12
2004-12-23 21:00:00,1564.0,1462.0,6.3,57.9,0.5575,21,3,12
2004-12-23 22:00:00,1441.0,1314.0,6.2,56.8,0.5421,22,3,12
2004-12-23 23:00:00,1376.0,1209.0,6.1,54.7,0.5201,23,3,12
2004-12-24 00:00:00,1412.0,1216.0,6.0,55.6,0.5244,0,4,12
2004-12-24 01:00:00,1352.0,1137.0,5.1,59.0,0.5248,1,4,12
2004-12-24 02:00:00,1285.0,1052.0,5.1,58.4,0.517,2,4,12
2004-12-24 03:00:00,1263.0,997.0,4.7,60.8,0.5232,3,4,12
2004-12-24 04:00:00,1200.0,929.0,4.2,63.1,0.5259,4,4,12
2004-12-24 05:00:00,1187.0,931.0,4.3,64.1,0.537,5,4,12
2004-12-24 06:00:00,1166.0,909.0,4.8,61.9,0.537,6,4,12
2004-12-24 07:00:00,1209.0,958.0,5.3,61.1,0.5499,7,4,12
2004-12-24 08:00:00,1349.0,1136.0,5.7,61.3,0.5657,8,4,12
2004-12-24 09:00:00,1458.0,1307.0,6.1,60.5,0.5719,9,4,12
2004-12-24 10:00:00,1462.0,1263.0,6.7,59.7,0.589,10,4,12
2004-12-24 11:00:00,1448.0,1263.0,7.2,58.6,0.5986,11,4,12
2004-12-24 12:00:00,1419.0,1254.0,8.0,55.9,0.6018,12,4,12
2004-12-24 13:00:00,1561.0,1425.0,9.8,52.4,0.6349,13,4,12
2004-12-24 14:00:00,1558.0,1375.0,10.5,51.1,0.6503,14,4,12
2004-12-24 15:00:00,1438.0,1208.0,10.8,52.4,0.6767,15,4,12
2004-12-24 16:00:00,1532.0,1356.0,10.6,55.3,0.7058,16,4,12
2004-12-24 17:00:00,1522.0,1337.0,10.4,57.0,0.7167,17,4,12
2004-12-24 18:00:00,1514.0,1338.0,10.2,58.3,0.7256,18,4,12
2004-12-24 19:00:00,1512.5,1309.6666666666667,10.066666666666666,59.599999999999994,0.7349333333333333,19,4,12
2004-12-24 20:00:00,1511.0,1281.3333333333333,9.933333333333334,60.9,0.7442666666666666,20,4,12
2004-12-24 21:00:00,1509.5,1253.0,9.799999999999999,62.199999999999996,0.7536,21,4,12
2004-12-24 22:00:00,1508.0,1224.6666666666667,9.666666666666666,63.49999999999999,0.7629333333333334,22,4,12
2004-12-24 23:00:00,1506.5,1196.3333333333333,9.533333333333333,64.8,0.7722666666666667,23,4,12
2004-12-25 00:00:00,1505.0,1168.0,9.4,66.1,0.7816,0,5,12
2004-12-25 01:00:00,1458.0,1123.0,9.6,65.9,0.7869,1,5,12
2004-12-25 02:00:00,1431.0,1100.0,9.5,66.2,0.7882,2,5,12
2004-12-25 03:00:00,1366.0,1027.0,9.2,67.3,0.7851,3,5,12
2004-12-25 04:00:00,1332.0,997.0,9.1,68.7,0.7925,4,5,12
2004-12-25 05:00:00,1243.0,924.0,9.0,69.8,0.8039,5,5,12
2004-12-25 06:00:00,1251.0,924.0,8.9,70.5,0.8056,6,5,12
2004-12-25 07:00:00,1259.0,944.0,8.9,70.4,0.8074,7,5,12
2004-12-25 08:00:00,1268.0,926.0,9.1,69.6,0.8045,8,5,12
2004-12-25 09:00:00,1288.0,956.0,9.0,70.8,0.8173,9,5,12
2004-12-25 10:00:00,1410.0,1015.0,9.8,68.6,0.8324,10,5,12
2004-12-25 11:00:00,1374.0,999.0,10.2,67.3,0.8373,11,5,12
2004-12-25 12:00:00,1458.0,1090.0,10.7,65.0,0.8378,12,5,12
2004-12-25 13:00:00,1609.0,1243.0,11.4,62.9,0.8454,13,5,12
2004-12-25 14:00:00,1424.0,1090.0,12.2,61.1,0.8652,14,5,12
2004-12-25 15:00:00,1331.0,966.0,12.1,61.8,0.8723,15,5,12
2004-12-25 16:00:00,1434.0,1093.0,11.7,65.6,0.898,16,5,12
2004-12-25 17:00:00,1542.0,1161.0,11.4,67.9,0.9119,17,5,12
2004-12-25 18:00:00,1651.0,1234.0,11.2,70.8,0.9386,18,5,12
2004-12-25 19:00:00,1633.0,1240.0,10.9,75.9,0.9868,19,5,12
2004-12-25 20:00:00,1739.0,1333.0,11.3,78.3,1.0455,20,5,12
2004-12-25 21:00:00,1523.0,1132.0,10.3,82.8,1.0369,21,5,12
2004-12-25 22:00:00,1543.0,1174.0,10.4,82.5,1.0406,22,5,12
2004-12-25 23:00:00,1469.0,1086.0,11.0,81.7,1.0727,23,5,12
2004-12-26 00:00:00,1271.0,886.0,11.7,79.8,1.0964,0,6,12
2004-12-26 01:00:00,1161.0,810.0,11.6,80.0,1.0924,1,6,12
2004-12-26 02:00:00,1053.0,680.0,11.3,80.1,1.0741,2,6,12
2004-12-26 03:00:00,916.0,541.0,11.7,74.1,1.0167,3,6,12
2004-12-26 04:00:00,900.0,522.0,10.8,78.7,1.0202,4,6,12
2004-12-26 05:00:00,855.0,479.0,10.7,81.5,1.0497,5,6,12
2004-12-26 06:00:00,848.0,464.0,10.9,80.3,1.0444,6,6,12
2004-12-26 07:00:00,873.0,485.0,10.7,80.7,1.0377,7,6,12
2004-12-26 08:00:00,945.0,569.0,10.5,81.8,1.0416,8,6,12
2004-12-26 09:00:00,1003.0,618.0,10.4,82.9,1.0419,9,6,12
2004-12-26 10:00:00,1041.0,659.0,10.6,82.1,1.0451,10,6,12
2004-12-26 11:00:00,1036.0,685.0,11.5,72.6,0.9846,11,6,12
2004-12-26 12:00:00,1124.0,799.0,12.8,65.5,0.964,12,6,12
2004-12-26 13:00:00,1130.0,803.0,13.9,60.9,0.9644,13,6,12
2004-12-26 14:00:00,991.0,632.0,14.9,57.9,0.9726,14,6,12
2004-12-26 15:00:00,988.0,596.0,14.8,63.5,1.0592,15,6,12
2004-12-26 16:00:00,1163.0,801.0,13.6,68.9,1.0699,16,6,12
2004-12-26 17:00:00,1226.0,853.0,13.6,68.9,1.0661,17,6,12
2004-12-26 18:00:00,1286.0,942.0,13.5,67.1,1.0357,18,6,12
2004-12-26 19:00:00,1423.0,1116.0,12.3,75.4,1.0768,19,6,12
2004-12-26 20:00:00,1408.0,1088.0,11.7,80.0,1.0938,20,6,12
2004-12-26 21:00:00,1178.0,866.0,11.8,82.7,1.1381,21,6,12
2004-12-26 22:00:00,985.0,701.0,11.8,77.5,1.0741,22,6,12
2004-12-26 23:00:00,1113.0,776.0,12.0,72.3,1.0095,23,6,12
2004-12-27 00:00:00,1178.0,873.0,11.2,79.6,1.0587,0,0,12
2004-12-27 01:00:00,1024.0,705.0,11.5,74.2,1.0063,1,0,12
2004-12-27 02:00:00,954.0,630.0,11.6,68.9,0.9411,2,0,12
2004-12-27 03:00:00,875.0,548.0,11.5,67.4,0.9106,3,0,12
2004-12-27 04:00:00,877.0,526.0,11.7,64.6,0.8888,4,0,12
2004-12-27 05:00:00,826.0,465.0,11.9,61.1,0.8527,5,0,12
2004-12-27 06:00:00,862.0,535.0,12.5,57.3,0.8269,6,0,12
2004-12-27 07:00:00,938.0,653.0,12.3,60.1,0.8562,7,0,12
2004-12-27 08:00:00,1205.0,943.0,11.5,68.7,0.9302,8,0,12
2004-12-27 09:00:00,1171.0,978.0,12.5,63.2,0.9113,9,0,12
2004-12-27 10:00:00,1131.0,926.0,12.9,63.2,0.9335,10,0,12
2004-12-27 11:00:00,1074.0,832.0,13.5,59.9,0.9261,11,0,12
2004-12-27 12:00:00,1062.0,822.0,13.4,61.3,0.9379,12,0,12
2004-12-27 13:00:00,1045.0,800.0,14.4,57.1,0.9309,13,0,12
2004-12-27 14:00:00,1034.0,763.0,15.0,57.2,0.9698,14,0,12
2004-12-27 15:00:00,1186.0,899.0,12.4,72.6,1.0422,15,0,12
2004-12-27 16:00:00,1256.0,996.0,12.8,73.6,1.0851,16,0,12
2004-12-27 17:00:00,1138.0,854.0,13.3,68.2,1.0356,17,0,12
2004-12-27 18:00:00,1138.0,891.0,13.4,66.6,1.0187,18,0,12
2004-12-27 19:00:00,1114.0,899.0,13.3,63.6,0.9661,19,0,12
2004-12-27 20:00:00,1107.0,905.0,12.9,62.4,0.9258,20,0,12
2004-12-27 21:00:00,1117.0,876.0,12.4,64.7,0.9266,21,0,12
2004-12-27 22:00:00,1090.0,812.0,12.1,65.6,0.9222,22,0,12
2004-12-27 23:00:00,954.0,665.0,11.3,69.8,0.932,23,0,12
2004-12-28 00:00:00,987.0,715.0,11.0,68.7,0.9001,0,1,12
2004-12-28 01:00:00,969.0,659.0,11.1,65.3,0.8601,1,1,12
2004-12-28 02:00:00,939.0,648.0,10.2,66.9,0.8323,2,1,12
2004-12-28 03:00:00,961.0,654.0,9.5,70.1,0.8343,3,1,12
2004-12-28 04:00:00,916.0,623.0,9.8,69.4,0.8397,4,1,12
2004-12-28 05:00:00,835.0,484.0,10.7,62.5,0.802,5,1,12
2004-12-28 06:00:00,885.0,572.0,10.4,64.8,0.8138,6,1,12
2004-12-28 07:00:00,1088.0,839.0,9.7,73.1,0.8772,7,1,12
2004-12-28 08:00:00,1358.0,1158.0,9.3,77.0,0.9018,8,1,12
2004-12-28 09:00:00,1456.0,1389.0,9.1,77.1,0.8947,9,1,12
2004-12-28 10:00:00,1274.0,1159.0,10.6,67.9,0.8666,10,1,12
2004-12-28 11:00:00,1092.0,946.0,12.7,56.7,0.8304,11,1,12
2004-12-28 12:00:00,1111.0,993.0,13.0,53.9,0.8029,12,1,12
2004-12-28 13:00:00,1177.0,1143.0,13.9,49.0,0.7727,13,1,12
2004-12-28 14:00:00,1199.0,1138.0,14.4,49.2,0.8027,14,1,12
2004-12-28 15:00:00,1121.0,1003.0,14.3,48.6,0.79,15,1,12
2004-12-28 16:00:00,1252.0,1164.0,13.6,52.8,0.8177,16,1,12
2004-12-28 17:00:00,1233.0,1144.0,13.1,54.3,0.8167,17,1,12
2004-12-28 18:00:00,1215.0,1063.0,12.4,59.3,0.853,18,1,12
2004-12-28 19:00:00,1193.0,1020.0,12.1,61.5,0.8677,19,1,12
2004-12-28 20:00:00,1195.0,1026.0,12.0,60.8,0.852,20,1,12
