,NMHC(GT)
7198,274.79857671957683
7199,337.36274007936515
7200,333.40009325396835
7201,324.9989404761905
7202,421.96745701058177
7203,320.6183472222222
7204,223.46905014430016
7205,141.89369113756618
7206,130.01386838624347
7207,80.74126719576722
7208,97.25077843915348
7209,116.87948743386238
7210,92.41979497354492
7211,75.56358465608466
7212,94.63745965608464
7213,134.0053955026455
7214,324.6681243386242
7215,424.7582394179893
7216,388.14686044973513
7217,381.5637215608468
7218,434.1068835978835
7219,432.1114986772487
7220,328.6535615079363
7221,275.4354748677246
7222,285.87203902116397
7223,292.1169113756613
7224,286.831580026455
7225,339.9404345238095
7226,345.4260859788362
7227,254.66665277777776
7228,214.85022011784503
7229,110.43895039682536
7230,89.11760317460316
7231,75.83382936507934
7232,76.69306463443962
7233,51.12078282828288
7234,26.79231812169311
7235,42.75845634920637
7236,22.57967003367003
7237,28.508840608465597
7238,65.92510972823474
7239,97.43060648148143
7240,97.69480158730155
7241,116.94571771284274
7242,116.27498821548824
7243,152.86829166666664
7244,123.7450892857143
7245,113.9395072751323
7246,143.0583154761905
7247,125.97450132275144
7248,167.11611970899474
7249,265.60097619047616
7250,247.91412037037043
7251,202.14816468253952
7252,106.99849735449727
7253,94.83729232804232
7254,72.2274628427128
7255,55.30222949735448
7256,54.3442943121693
7257,35.39825727513227
7258,34.08894047619048
7259,34.429358465608466
7260,33.37457407407408
7261,51.917111111111105
7262,93.0570178571429
7263,333.5761375661378
7264,234.08120171957648
7265,185.36107112794625
7266,228.95157840307857
7267,225.8311091269842
7268,273.61047949735445
7269,316.3656752645506
7270,310.0910934944687
7271,359.07338955026455
7272,520.8514232804231
7273,520.8470429894177
7274,567.8647817460316
7275,503.6396421957668
7276,356.42884193121694
7277,278.6597123015873
7278,298.02990542328035
7279,99.28130423280427
7280,63.225193783068754
7281,58.34203703703702
7282,56.58539285714284
7283,55.14416997354497
7284,59.917563492063465
7285,69.50820105820098
7286,222.9077063492063
7287,351.19197847522844
7288,285.2287067099567
7289,229.72717658730156
7290,208.6047599206351
7291,235.4506183862433
7292,304.94611904761916
7293,246.7689497354496
7294,366.69963690476186
7295,407.1720615079366
7296,338.1027601611353
7297,350.88561928811924
7298,389.64840674603187
7299,291.6779870731122
7300,196.7835554353053
7301,109.81776851851848
7302,91.00558201058196
7303,87.32006812169308
7304,83.69054232804228
7305,46.162399230399245
7306,26.85764484126984
7307,24.54510389610389
7308,26.27233994708993
7309,25.067051587301577
7310,23.28541732804232
7311,24.274896164021147
7312,48.53989417989419
7313,89.240248015873
7314,119.97987103174616
7315,132.79966402116412
7316,206.9409649470898
7317,417.1392949735451
7318,150.83745105820108
7319,178.4352566137566
7320,315.7759160052911
7321,221.1854457671959
7322,225.6880853174604
7323,198.7556845238096
7324,104.40750066137568
7325,111.46037433862426
7326,93.50161838624328
7327,95.54200925925922
7328,61.01092791005295
7329,32.76079365079366
7330,31.00723412698412
7331,30.417992063492058
7332,42.243619047619106
7333,85.27639021164015
7334,327.8919014550264
7335,481.4825707671958
7336,254.9803306878308
7337,260.922023809524
7338,237.20363822751335
7339,311.4978716931217
7340,309.4574027777777
7341,308.3227936507936
7342,291.66026190476185
7343,274.60709523809504
7344,277.0151646825396
7345,349.5972625661374
7346,383.8181984126981
7347,314.26858068783076
7348,266.6861957671958
7349,112.62342791005284
7350,108.81515740740733
7351,59.168306878306865
7352,63.28636183261186
7353,27.018472222222226
7354,38.87727976190477
7355,32.32026587301585
7356,42.35114087301587
7357,60.81956547619048
7358,387.38830952380937
7359,501.3086309523813
7360,340.64106613756616
7361,311.27743055555555
7362,330.0831505531506
7363,329.4601395502646
7364,422.29456746031747
7365,374.711529100529
7366,472.7526937830688
7367,378.8999960317459
7368,473.4571746031749
7369,464.9357976190481
7370,518.799915343915
7371,438.4421402116403
7372,322.72554587542083
7373,308.21160239297734
7374,108.41021693121692
7375,238.57492328042335
7376,160.63703968253975
7377,69.99449062974065
7378,64.3645772607023
7379,70.14497498797496
7380,90.32040410052912
7381,143.36576785714286
7382,369.8176739417989
7383,466.0425025252528
7384,494.1412447089949
7385,373.7032989417988
7386,405.9216150793649
7387,415.7319523809524
7388,354.6186792328043
7389,391.0351349206349
7390,371.0104206349204
7391,381.37532605820087
7392,574.307349206349
7393,540.6897962962968
7394,521.7956018518522
7395,525.8200608465609
7396,368.1662427248676
7397,223.1923505291004
7398,257.8180707671958
7399,221.8468273809523
7400,80.16509060846566
7401,77.63481481481486
7402,55.900258597883585
7403,48.11719444444443
7404,55.63705423280422
7405,106.14029563492063
7406,358.5306593915344
7407,520.3137903439152
7408,391.84678902116394
7409,369.6745562169313
7410,294.27211309523807
7411,219.5509854497355
7412,264.29878968253945
7413,274.75533796296287
7414,290.22628703703697
7415,484.8754371693122
7416,496.46784259259306
7417,503.34365608465623
7418,277.0025115440114
7419,288.08983495670986
7420,100.30587367724868
7421,111.95120833333333
7422,204.56468783068792
7423,72.88087896825402
7424,64.81539153439148
7425,56.20528583453584
7426,60.2084279100529
7427,82.71980621693123
7428,67.84324945887447
7429,85.31715674603173
7430,577.0875462962962
7431,433.52307738095254
7432,453.1832901034151
7433,431.391482142857
7434,335.80871891534423
7435,386.2317784391535
7436,333.62283796296333
7437,288.4228207671958
7438,374.11254828042325
7439,517.7426580687828
7440,514.9426144179896
7441,501.0262572751326
7442,517.7900641534391
7443,516.3346541005284
7444,89.74904629629637
7445,92.12239814814816
7446,107.69224669312182
7447,108.26095701058216
7448,74.2552665343916
7449,68.64940277777782
7450,63.455943903318925
7451,49.73159391534389
7452,45.05020370370367
7453,60.977795634920625
7454,158.7168220899472
7455,228.11182936507933
7456,238.37763492063485
7457,232.47326455026447
7458,242.4339534030786
7459,320.94718518518545
7460,482.32295370370355
7461,277.6875317460319
7462,256.40238690476207
7463,316.8724682539685
7464,413.8154422198172
7465,523.1119358465603
7466,281.08292063492087
7467,334.3876276455028
7468,178.37265873015872
7469,263.83455291005305
7470,361.3019338624337
7471,334.2803373015873
7472,101.7244021164022
7473,77.59612037037041
7474,77.86860197210201
7475,60.06541997354497
7476,64.632873015873
7477,77.17953571428576
7478,76.20423478835978
7479,107.4123273809523
7480,36.610636904761925
7481,39.51698677248681
7482,34.45796164021164
7483,57.212693843193826
7484,29.754636243386244
7485,32.45628835978837
7486,55.95778174603172
7487,61.41955886243385
7488,62.86082539682537
7489,134.5067427248677
7490,145.12268716931226
7491,81.19465079365077
7492,66.32277314814814
7493,95.1614417989418
7494,65.45514285714286
7495,55.46285515873016
7496,47.48585648148148
7497,25.96190410052911
7498,15.964021825396816
7499,15.280113756613751
7500,25.633855820105808
7501,48.988477513227494
7502,421.6579067460318
7503,576.6820820105821
7504,378.8008458994712
7505,427.8291865079367
7506,283.5234583333333
7507,374.3034689153443
7508,375.7614014550268
7509,470.455585978836
7510,390.79560582010595
7511,635.5800542328043
7512,595.1586732804234
7513,597.4361534391534
7514,477.09506812169286
7515,331.90928505291015
7516,143.1372208994709
7517,97.1807116402116
7518,77.8162691798942
7519,72.82767460317464
7520,50.314291666666655
7521,30.09197552910051
7522,31.095761243386207
7523,27.28822089947089
7524,47.40877976190474
7525,83.50346164021165
7526,451.48030158730165
7527,647.1484722222223
7528,599.247960978836
7529,535.2368002645503
7530,616.3083855820106
7531,544.7777222222222
7532,508.1068267195766
7533,507.7586845238096
7534,488.3381276455025
7535,487.7364212962961
7536,504.0417738095237
7537,487.42236772486774
7538,465.7456507936509
7539,87.76328637566137
7540,47.72090145502643
7541,56.89394312169312
7542,81.5246435185185
7543,82.24217923280422
7544,47.02108796296295
7545,35.4491316137566
7546,18.624935846560856
7547,18.024150132275143
7548,19.738084656084663
7549,34.09945701058203
7550,85.84909523809523
7551,89.79228902116405
7552,53.61950727513227
7553,35.37601851851852
7554,40.64198412698414
7555,65.86919846357348
7556,96.10873743386244
7557,65.45937098087103
7558,65.64992653642659
7559,62.49621693121695
7560,109.13879034391532
7561,131.36823941798937
7562,255.90015873015864
7563,188.080492063492
7564,34.77777579365079
7565,67.60708597883597
7566,67.89251521164019
7567,39.30751124338624
7568,27.814716931216935
7569,21.323465608465614
7570,15.932718855218852
7571,14.14488552188552
7572,43.66781481481477
7573,48.266144179894155
7574,412.26620238095256
7575,558.8225264550266
7576,567.6331177248678
7577,281.4596461640211
7578,268.7632843915342
7579,279.82462698412684
7580,380.0066884920635
7581,267.78862698412706
7582,385.9308115079363
7583,662.1956124338624
7584,628.3262374338626
7585,628.7515350529101
7586,450.3018935185187
7587,274.3232288359787
7588,134.15015939153446
7589,106.50998953823948
7590,82.73920436507936
7591,71.58381283068783
7592,66.2077735088985
7593,63.23181878306874
7594,72.54921097883597
7595,76.2834517195767
7596,117.90228306878308
7597,219.58816071428592
7598,547.4977764550266
7599,520.2957513227511
7600,497.488321428572
7601,504.4265370370372
7602,551.3944398148147
7603,563.891282407407
7604,269.80387764550267
7605,320.0548425925926
7606,341.76596085858597
7607,219.54583664021155
7608,254.7697314814814
7609,254.05353240740732
7610,489.1702830687833
7611,490.3271005291009
7612,399.6067824074075
7613,243.11434788359784
7614,273.63307605820114
7615,184.3854153439156
7616,185.01644312169336
7617,183.1402433862436
7618,157.3881917989419
7619,191.02932010582043
7620,162.15268981481486
7621,187.3712566137568
7622,194.84074801587323
7623,240.06179232804232
7624,253.8060899470898
7625,219.0312830687831
7626,181.83780952380968
7627,182.40150198412704
7628,239.1272656325156
7629,118.88247486772488
7630,134.65759126984128
7631,149.9809047619049
7632,137.14465450752942
7633,201.9704993386244
7634,212.12198346560857
7635,356.7606203703701
7636,312.0160760582009
7637,228.3512096560848
7638,117.83058267195764
7639,116.60762632275132
7640,121.05197883597886
7641,105.41645646945642
7642,97.67349074074072
7643,33.05708399470898
7644,30.261871031746026
7645,26.890662698412697
7646,31.807384920634902
7647,70.39681944444447
7648,111.35028186628176
7649,123.570957010582
7650,157.36466931216927
7651,153.83965277777773
7652,144.55773809523816
7653,151.86011970899472
7654,127.70204034391531
7655,58.39503902116401
7656,48.60084920634923
7657,88.62777976190475
7658,132.27678703703708
7659,59.08012301587302
7660,57.801902116402104
7661,59.78424007936509
7662,45.12988624338627
7663,71.82377050264554
7664,83.15169047619048
7665,25.428122354497347
7666,15.16965013227514
7667,16.40374074074074
7668,21.130887566137577
7669,45.542245370370374
7670,153.38236111111107
7671,160.42282605820114
7672,107.4448195646945
7673,89.38302116402127
7674,91.06478240740746
7675,112.9773632154882
7676,110.25448412698417
7677,125.967716931217
7678,121.74994444444444
7679,122.01626455026457
7680,157.9736223544974
7681,142.93835251322747
7682,116.5354153439153
7683,54.7643167989418
7684,28.356922619047612
7685,27.461577380952384
7686,22.774046296296305
7687,20.75988359788361
7688,19.811451058201072
7689,18.852556216931227
7690,16.025068783068782
7691,14.28214947089947
7692,14.40292261904762
7693,16.642675925925925
7694,46.2192414021164
7695,89.45789748677244
7696,71.63074140211641
7697,58.93283068783067
7698,60.89266005291003
7699,52.38277314814815
7700,65.88753902116405
7701,51.31406679894178
7702,53.522550925925906
7703,62.05170568783067
7704,71.44246693121696
7705,89.29244456469452
7706,89.28151400913896
7707,44.27827248677247
7708,32.803207010582
7709,27.57345238095238
7710,23.760251322751333
7711,22.635015211640223
7712,19.872326058201075
7713,17.210995370370377
7714,15.566479497354504
7715,14.261710978835982
7716,14.626960978835983
7717,18.158434523809536
7718,48.54534523809522
7719,69.65513955026458
7720,47.59540740740741
7721,50.242619708994695
7722,41.962078042328045
7723,50.65932341269842
7724,82.66107010582012
7725,51.67702976190476
7726,69.78263822751325
7727,65.21072156084655
7728,132.30087037037038
7729,137.6860925925925
7730,120.06046693121696
7731,101.46085527898023
7732,46.8071362433862
7733,33.63970701058199
7734,40.49986507936508
7735,36.32824404761905
7736,37.63572420634922
7737,18.997212962962976
7738,14.64925529100529
7739,15.40529232804233
7740,16.685261243386247
7741,24.209763888888897
7742,109.7443592472342
7743,238.5601560846558
7744,114.02160924723422
7745,59.11180158730157
7746,52.26507076719576
7747,69.33117394179892
7748,89.48503306878308
7749,79.76778902116402
7750,90.69415211640212
7751,95.63666997354495
7752,155.00126058201067
7753,265.2826428571429
7754,338.5466792328045
7755,120.17645899470902
7756,62.551472222222195
7757,77.91366666666664
7758,57.25308333333331
7759,37.50583531746032
7760,33.20927182539682
7761,26.14892460317461
7762,19.75694642857144
7763,16.50152314814815
7764,25.717724867724876
7765,27.227364417989417
7766,104.32837247474735
7767,170.70038558201065
7768,110.37238636363624
7769,103.35029310966806
7770,110.36718849206348
7771,87.31741203703706
7772,139.59430026455036
7773,89.70365277777782
7774,65.75973148148147
7775,150.7132003968254
7776,219.83354894179897
7777,286.1094649470901
7778,149.10325595238103
7779,149.371544973545
7780,113.11005357142844
7781,112.16473015873008
7782,85.06217063492063
7783,84.60028968253967
7784,20.431709656084667
7785,17.64431812169314
7786,14.12933531746032
7787,13.651873015873017
7788,15.339411375661378
7789,17.350755291005292
7790,30.251210978835974
7791,48.94556878306877
7792,49.84110582010582
7793,52.66175138287638
7794,33.56257208994708
7795,33.271824074074054
7796,54.98479238816736
7797,33.25379828042326
7798,38.79525462962966
7799,60.36624999999997
7800,57.830594636844594
7801,58.80242797017794
7802,59.980373015872985
7803,55.9716495310245
7804,28.483816798941795
7805,27.476294973544967
7806,36.51220899470898
7807,36.215927910052905
7808,30.76926455026455
7809,32.03735317460315
7810,28.318237433862414
7811,15.601157407407412
7812,16.325066137566132
7813,16.57426058201058
7814,17.045746031746035
7815,20.181878968253965
7816,26.905267857142864
7817,31.82800595238095
7818,30.863720238095222
7819,28.502245370370375
7820,29.848792328042332
7821,30.17536838624337
7822,30.463191137566113
7823,36.38481481481483
7824,31.43681415343914
7825,55.123734126984125
7826,69.79217989417988
7827,72.20850396825398
7828,35.008401455026465
7829,61.929182539682536
7830,80.01479599567098
7831,52.600625661375645
7832,21.915550264550273
7833,18.914284391534405
7834,16.282278439153444
7835,15.917927248677245
7836,16.37173677248677
7837,26.59189616402117
7838,118.66710515873014
7839,234.46592261904763
7840,409.9060853174606
7841,285.92703968253954
7842,353.5349543650795
7843,290.0913690476189
7844,293.3581567460316
7845,305.00265939153417
7846,407.78059193121703
7847,645.7969742063495
7848,633.1005416666668
7849,603.8803115079364
7850,587.4628948412699
7851,405.4751177248678
7852,141.7167764550266
7853,93.27285359547862
7854,80.94190055315057
7855,56.944840608465576
7856,51.94274140211639
7857,48.63051124338622
7858,49.297374999999974
7859,55.54440806878305
7860,62.279761243386226
7861,99.6403531746032
7862,569.0000376984127
7863,581.3684358465612
7864,509.10465674603194
7865,596.0707843915347
7866,581.2364966931223
7867,536.4174477513228
7868,528.4166223544975
7869,296.7509966931218
7870,274.3406340187591
7871,278.0230900072152
7872,399.5461190476191
7873,548.4445582010585
7874,425.920027777778
7875,345.0871838624339
7876,285.32715806878326
7877,119.54228811928806
7878,105.11288203463208
7879,101.93483201058206
7880,107.9714332010582
7881,118.1170066137566
7882,95.75200673400671
7883,49.60495767195766
7884,73.52640476190476
7885,102.7254021164021
7886,435.5678412698415
7887,562.2425191798943
7888,629.1093624338621
7889,430.9231507936513
7890,434.0527222222224
7891,266.2190833333335
7892,220.8504861111112
7893,170.51320609483116
7894,164.69978902116404
7895,358.8074874338623
7896,619.8320548941797
7897,625.6305416666668
7898,621.2089953703703
7899,452.25672288359834
7900,123.27338095238086
7901,146.0535085978837
7902,99.22358333333328
7903,87.93803373015864
7904,59.567410052910006
7905,46.12800859788357
7906,27.152657407407407
7907,39.511237433862426
7908,39.94106679894178
7909,59.82315410052911
7910,423.3297929894179
7911,554.8160449735449
7912,641.8168849206346
7913,421.5447641895144
7914,193.56512896825413
7915,256.7681150793651
7916,225.15707341269837
7917,180.54266402116403
7918,144.52887169312163
7919,221.57501563251563
7920,530.0590443121691
7921,524.5123406084654
7922,330.8571746031747
7923,235.2431669672919
7924,297.45701960076985
7925,154.77193055555557
7926,70.44489285714286
7927,68.81412500000005
7928,48.479074074074056
7929,69.85024537037043
7930,46.557090608465586
7931,26.309147486772492
7932,56.23228042328043
7933,83.19533730158727
7934,619.2299232804239
7935,616.140873677249
7936,430.4508161375663
7937,374.01608201058207
7938,127.44938161375666
7939,112.13276797739296
7940,168.81762260887288
7941,120.81507882395378
7942,114.22292406204906
7943,157.7846646825396
7944,201.8198326719578
7945,333.8210284391537
7946,259.19298875661394
7947,258.11936507936514
7948,113.76008874458869
7949,91.15390410052908
7950,87.67057383357384
7951,78.96342965367965
7952,75.20499603174606
7953,73.84110461760466
7954,83.28900132275137
7955,65.11866534391534
7956,76.03835395622897
7957,84.98707936507935
7958,325.5163829365082
7959,396.19531150793654
7960,86.73976917989422
7961,64.62550066137563
7962,58.374670634920584
7963,75.34612235449734
7964,63.76764351851849
7965,55.10153505291
7966,59.57153571428567
7967,55.116164682539605
7968,72.78291798941798
7969,117.59540025252517
7970,91.82788955026454
7971,105.12272168109662
7972,57.31402380952379
7973,84.24530423280433
7974,89.07783501683505
7975,87.28073611111114
7976,84.55575992063493
7977,48.20036706349205
7978,34.10674074074073
7979,27.72754034391534
7980,23.787287698412698
7981,26.800960317460312
7982,22.51589219576719
7983,30.977005952380924
7984,77.80116071428569
7985,115.92344258056752
7986,95.33100066137573
7987,63.0354226190476
7988,33.872944444444464
7989,30.474587962962943
7990,44.396398148148165
7991,69.54700264550262
7992,54.71598088023088
7993,81.47365476190477
7994,96.9226917989418
7995,65.05631613756613
7996,37.23175264550266
7997,33.728907407407405
7998,35.952865079365054
7999,34.00224007936507
8000,29.608886904761917
8001,22.468540343915365
8002,18.031860449735458
8003,18.178034391534403
8004,23.44342063492064
8005,31.327096560846556
8006,253.5458664021162
8007,271.94085119047605
8008,151.9302691798942
8009,129.22784535834532
8010,113.55197817460318
8011,132.62301930014434
8012,111.43570304232804
8013,105.87145881433376
8014,112.26305868205873
8015,134.71679629629634
8016,132.10270105820106
8017,221.4277996031745
8018,138.52989417989428
8019,81.63622619047617
8020,36.22233862433864
8021,31.91897354497352
8022,34.51662103174601
8023,30.20496164021164
8024,22.15480291005291
8025,19.326941137566156
8026,18.66267526455028
8027,23.232583994708992
8028,26.368888227513228
8029,51.25220039682541
8030,169.01703174603185
8031,295.63509259259234
8032,189.63419047619053
8033,129.88182010582008
8034,138.69925132275137
8035,129.6770555555557
8036,198.11678993691504
8037,115.73031463443968
8038,91.87960317460316
8039,154.66758597883614
8040,154.41658597883614
8041,248.1326210317459
8042,152.8262612433864
8043,151.8791064814816
8044,112.44010185185176
8045,110.91200859788354
8046,84.94481746031745
8047,84.76634523809524
8048,84.59120634920635
8049,84.0569761904762
8050,146.24114550264557
8051,88.28801719576722
8052,96.16329497354496
8053,105.6245853174603
8054,146.55713359788368
8055,264.2506144179894
8056,330.8059980158729
8057,174.53717724867727
8058,157.81778306878314
8059,159.17771957671965
8060,256.56403968253966
8061,154.8507010582011
8062,169.4219623015874
8063,250.92797222222217
8064,302.31874338624334
8065,344.141232142857
8066,337.0752718253967
8067,253.3262056878307
8068,182.41795689033185
8069,144.60262037037043
8070,146.5912910052911
8071,145.49407473544977
8072,126.96063425925924
8073,121.01855224867728
8074,107.66689880952389
8075,123.04543849206352
8076,139.46940740740743
8077,155.03687367724874
8078,325.0503511904761
8079,354.410574074074
8080,377.9003359788359
8081,348.64210582010577
8082,266.9117605820106
8083,201.77875925925923
8084,257.0216825396826
8085,199.77828174603175
8086,262.8542182539682
8087,251.76769047619052
8088,350.65538293650775
8089,423.5903716931214
8090,425.7275066137563
8091,415.4576554232801
8092,230.94176046176065
8093,222.22136760461763
8094,195.857587962963
8095,164.192548941799
8096,143.70981018518526
8097,125.20365145502647
8098,125.47207738095236
8099,121.77330886243386
8100,137.43190873015877
8101,148.556757936508
8102,347.48057407407384
8103,426.48805026455005
8104,425.46888359788346
8105,422.88207804232786
8106,366.002984126984
8107,421.5197824074072
8108,420.70350462962944
8109,418.860060185185
8110,418.9122070105817
8111,416.4076276455023
8112,412.8990006613752
8113,414.16120899470855
8114,409.0412585978832
8115,431.24939706589714
8116,304.4280525493025
8117,279.91342718855213
8118,325.592765873016
8119,312.3879265873017
8120,331.74747420634935
8121,88.85834986772487
8122,61.993973544973585
8123,70.92914616402115
8124,76.47939616402117
8125,123.19846891534394
8126,183.90852579365097
8127,188.63770436507951
8128,163.52523280423293
8129,280.28959553872056
8130,289.20783531746025
8131,278.1791957671961
8132,284.8276243386244
8133,239.34163185425697
8134,250.70100883838396
8135,269.7176878306881
8136,434.6016243386242
8137,476.3847202380947
8138,455.2382136243382
8139,397.3802414021165
8140,391.1306653439153
8141,367.31723677248686
8142,307.03156878306856
8143,335.5733748797496
8144,237.192039021164
8145,190.3900886243389
8146,190.4421256613757
8147,187.61988359788373
8148,142.66773611111114
8149,142.21210714285718
8150,197.70091931216945
8151,248.6454735449736
8152,242.42551587301577
8153,239.93086363636368
8154,82.09621494708992
8155,75.96305820105825
8156,105.22128042328043
8157,154.06609152421655
8158,87.31159589947093
8159,87.32464417989415
8160,230.20396494709004
8161,216.81669841269849
8162,156.1939513125765
8163,68.29602116402114
8164,77.59061970899467
8165,109.1934722222222
8166,60.168660052910056
8167,82.20621759259264
8168,67.5537756225256
8169,44.38187235449739
8170,27.2104007936508
8171,33.1647824074074
8172,42.10737830687832
8173,32.674638227513206
8174,264.2656607142855
8175,262.02154828042313
8176,220.9275515873017
8177,381.22658664021134
8178,157.9473306878308
8179,122.1191673280424
8180,115.41782341269848
8181,114.93728174603172
8182,102.3166678090428
8183,119.25953769841264
8184,284.32394179894175
8185,556.628351851852
8186,409.82198809523794
8187,336.5471243386244
8188,127.15794841269842
8189,131.27176731601728
8190,56.50139021164017
8191,36.651675925925936
8192,27.99239748677249
8193,21.565630952380967
8194,16.34599338624339
8195,16.13033201058201
8196,23.403439814814817
8197,30.547575396825383
8198,108.3317263107262
8199,152.98600727513232
8200,98.15058333333334
8201,57.215957010582
8202,85.08688756613762
8203,114.123507936508
8204,107.5954272486772
8205,58.212434523809485
8206,108.26582190957188
8207,125.02969246031748
8208,279.3105529100528
8209,295.49331812169294
8210,357.9159212962965
8211,331.5209933862436
8212,156.19937301587308
8213,174.01834589947086
8214,136.0388802910053
8215,224.1018234126984
8216,123.60359259259266
8217,92.83658279220776
8218,68.09140343915341
8219,56.87187037037032
8220,62.67565013227515
8221,120.01206679894182
8222,469.3970050505049
8223,367.2132460317461
8224,185.1184232804233
8225,92.2488134920635
8226,78.47725193325188
8227,114.60086056998556
8228,112.49441877104374
8229,122.85418596681096
8230,117.40916083453575
8231,124.1625575396824
8232,214.47221230158743
8233,450.6406236772487
8234,629.9164695767192
8235,565.2170099206348
8236,243.0920317460316
8237,214.5722857142856
8238,223.11306746031744
8239,139.75352248677262
8240,165.5034801587302
8241,54.02346759259257
8242,26.30027910052911
8243,17.354418590668605
8244,18.07829160654161
8245,65.26716798941793
8246,244.2462976190476
8247,260.7274484126983
8248,98.61776695526694
8249,72.41351521164019
8250,83.98533333333329
8251,91.47685491822988
8252,120.50659126984122
8253,92.1332837301587
8254,94.3856051587301
8255,97.46687499999996
8256,262.6900178571429
8257,256.59759722222236
8258,347.01393650793665
8259,182.2017896825397
8260,124.91709788359792
8261,53.03023412698412
8262,56.42181679894176
8263,56.478482142857125
8264,34.13355489417988
8265,28.17938888888888
8266,16.39171957671958
8267,16.878552188552195
8268,23.7996712962963
8269,25.38232605820106
8270,132.27610052910055
8271,238.38484920634912
8272,130.55331216931225
8273,95.37068302068302
8274,93.96189484126984
8275,108.85559668109664
8276,125.28794588744582
8277,128.31677525252525
8278,160.45885780423282
8279,245.41036441798929
8280,263.06874074074074
8281,435.3353339947092
8282,571.9613339947088
8283,257.2314027777778
8284,229.6978075396825
8285,218.75506150793643
8286,165.08683333333346
8287,85.8913544973545
8288,68.66755555555555
8289,58.28644179894183
8290,29.90299801587303
8291,26.510379629629632
8292,26.71791137566138
8293,63.61741005291004
8294,138.1664742063492
8295,225.3001150793651
8296,94.23650462962956
8297,111.27184656084654
8298,132.69902645502648
8299,64.09354365079368
8300,68.16916137566142
8301,57.14745839345838
8302,62.8149761904762
8303,103.53032299182296
8304,135.35733333333334
8305,228.6306948051948
8306,205.6518481842232
8307,304.83772913660425
8308,180.8132182539681
8309,128.53816600529106
8310,105.78715476190482
8311,103.88604563492063
8312,135.57564285714284
8313,72.30513425925928
8314,86.93829232804235
8315,30.272048941798925
8316,18.07971753246754
8317,18.233973484848487
8318,26.96828439153439
8319,27.940982804232796
8320,33.209664021164016
8321,35.703100529100546
8322,36.307847883597894
8323,53.05885582010583
8324,29.49124537037038
8325,61.18155357142857
8326,63.62315740740739
8327,55.90788359788359
8328,62.83102248677249
8329,48.94240806878309
8330,55.45039285714286
8331,65.07083267195772
8332,59.6099828042328
8333,66.87476058201065
8334,52.608981481481464
8335,32.297832010582006
8336,25.47625595238096
8337,22.154251984126997
8338,19.124546957671967
8339,20.062609126984125
8340,31.91476058201059
8341,75.18462235449736
8342,180.7112956349208
8343,275.44494312169303
8344,255.36426851851837
8345,94.09539814814812
8346,89.18424867724872
8347,191.0372817460319
8348,113.55632936507928
8349,94.59103637566136
8350,128.84768386243394
8351,203.59318716931236
8352,197.5514589947091
8353,553.1205853174602
8354,545.9335026455025
8355,126.08733994708996
8356,61.75132010582012
8357,49.5523842592593
8358,35.557984788359775
8359,35.94444708994707
8360,22.92650992063493
8361,20.89531481481482
8362,18.790106481481484
8363,20.05183134920635
8364,33.90011375661374
8365,82.19115674603174
8366,357.84505357142837
8367,574.9402691798942
8368,355.60293253968274
8369,97.3888637566137
8370,159.19451388888882
8371,178.89153637566153
8372,287.7152850529102
8373,172.74536375661378
8374,249.38603968253955
8375,136.1100535714285
8376,253.56841931216908
8377,317.579640873016
8378,166.69124007936503
8379,216.5825317460318
8380,57.432525793650775
8381,34.26270767195768
8382,60.813173280423264
8383,52.34646626984128
8384,33.19773611111109
8385,31.00113293650793
8386,21.487442460317467
8387,17.605435185185193
8388,18.749640873015885
8389,33.62073478835981
8390,101.7125046296296
8391,81.56338359788361
8392,56.18649867724867
8393,55.77674206349206
8394,58.40697354497352
8395,136.96308267195764
8396,253.04208002645493
8397,252.71450661375647
8398,256.78545304232784
8399,246.37688558201037
8400,259.26483002645506
8401,245.85435582010575
8402,281.19966269841285
8403,252.9211309523807
8404,223.31578956228952
8405,62.08642195767198
8406,64.94346242183745
8407,36.84227314814813
8408,45.26922949735447
8409,33.631388888888885
8410,25.722135582010583
8411,21.205654761904768
8412,46.470193783068765
8413,71.59324801587306
8414,269.84898677248685
8415,358.1527030423284
8416,250.6375879629629
8417,88.23810119047621
8418,70.2012738095238
8419,94.13376984126978
8420,113.90318951418946
8421,185.9911924603175
8422,291.1338902116403
8423,284.4803783068783
8424,407.6585899470898
8425,426.06113666426165
8426,428.6844025372775
8427,309.63425030062535
8428,194.8213113876864
8429,120.2044272486772
8430,130.63190873015884
8431,87.88351124338628
8432,68.61373346560846
8433,54.155002645502655
8434,53.30893518518519
8435,33.110903439153454
8436,60.21874537037037
8437,77.50562103174605
8438,448.6657123015872
8439,551.2110171957673
8440,445.6695401034151
8441,291.82951058201064
8442,126.87284126984112
8443,169.75130026455028
8444,156.3585648148149
8445,132.87358874458872
8446,155.48714245014258
8447,213.640031084656
8448,262.9895760582012
8449,360.85412632275114
8450,389.3127896825395
8451,172.25296825396825
8452,240.9894309163061
8453,231.13003505291005
8454,207.8892083333334
8455,88.3597208994709
8456,73.61487512025018
8457,87.67996891534393
8458,74.33956679894183
8459,53.510113756613706
8460,33.82100925925928
8461,27.642802248677253
8462,60.488588624338576
8463,66.06088690476186
8464,66.78904166666665
8465,64.00667989417988
8466,101.47531944444448
8467,109.12351587301588
8468,110.49021428571427
8469,80.96294775132277
8470,86.51883068783063
8471,88.01356349206345
